문어	klue-dp-v1_dev_00405_wikitree	서울 서대문구 창천동에서 F마사지업소를 운영하던 이씨는 지난해 10월16일 밤 업소를 찾은 손모씨에게 6만원을 받기로 하고 자신이 고용한 대학교 휴학생인 20대 초반의 박모씨를 시켜 손씨의 등·목을 마사지하게 하고 유사성행위를 하게 했다.	서울/NNP 서대문구/NNP 창천동/NNP*에서/JKB F/SL*마사지/NNG*업소/NNG*를/JKO 운영/NNG*하/XSV*던/ETM 이/NNP*씨/NNB*는/JX 지나/VV+ㄴ/ETM*해/NNG 10/SN*월/NNB*16/SN*일/NNB 밤/NNG 업소/NNG*를/JKO 찾/VV*은/ETM 손/NNP*모/NP*씨/NNB*에게/JKB 6/SN*만/NR*원/NNB*을/JKO 받/VV*기/ETN*로/JKB 하/VV*고/EC 자신/NNG*이/JKS 고용/NNG*하/XSV+ㄴ/ETM 대학교/NNG 휴학/NNG*생/XSN*이/VCP+ㄴ/ETM 20/SN*대/NNB 초반/NNG*의/JKG 박/NNP*모/NP*씨/NNG*를/JKO 시키/VV+어/EC 손/NNP*씨/NNB*의/JKG 등/NNG*·/SP*목/NNG*을/JKO 마사지/NNG*하/XSV*게/EC 하/VX*고/EC 유사/NNG*성/NNG*행위/NNG*를/JKO 하/VV*게/EC 하/VX+였/EP*다/EF*./SF	서울/NNP 서대문구/NNP 창천동/NNP*에서/JKB F/SL*마사지/NNG*업소/NNG*를/JKO 운영/NNG*하/XSV*던/ETM 이/NNP*씨/NNB*는/JX 지난/VV:DIC*해/NNG 10/SN*월/NNB*16/SN*일/NNB 밤/NNG 업소/NNG*를/JKO 찾/VV*은/ETM 손/NNP*모/NP*씨/NNB*에게/JKB 6/SN*만/NR*원/NNB*을/JKO 받/VV*기/ETN*로/JKB 하/VV*고/EC 자신/NNG*이/JKS 고용/NNG*한/XSV:DIC 대학교/NNG 휴학/NNG*생/XSN*인/VCP:DIC 20/SN*대/NNB 초반/NNG*의/JKG 박/NNP*모/NP*씨/NNG*를/JKO 시켜/VV:DIC 손/NNP*씨/NNB*의/JKG 등/NNG*·/SP*목/NNG*을/JKO 마사지/NNG*하/XSV*게/EC 하/VX*고/EC 유사/NNG*성/NNG*행위/NNG*를/JKO 하/VV*게/EC 했/VX:DIC*다/EF*./SF	서/B-NNP 울/I-NNP @B@ 서/B-NNP 대/I-NNP 문/I-NNP 구/I-NNP @B@ 창/B-NNP 천/I-NNP 동/I-NNP 에/B-JKB 서/I-JKB @B@ F/B-SL 마/B-NNG 사/I-NNG 지/I-NNG 업/B-NNG 소/I-NNG 를/B-JKO @B@ 운/B-NNG 영/I-NNG 하/B-XSV 던/B-ETM @B@ 이/B-NNP 씨/B-NNB 는/B-JX @B@ 지/B-VV 난/I-VV:DIC 해/B-NNG @B@ 1/B-SN 0/I-SN 월/B-NNB 1/B-SN 6/I-SN 일/B-NNB @B@ 밤/B-NNG @B@ 업/B-NNG 소/I-NNG 를/B-JKO @B@ 찾/B-VV 은/B-ETM @B@ 손/B-NNP 모/B-NP 씨/B-NNB 에/B-JKB 게/I-JKB @B@ 6/B-SN 만/B-NR 원/B-NNB 을/B-JKO @B@ 받/B-VV 기/B-ETN 로/B-JKB @B@ 하/B-VV 고/B-EC @B@ 자/B-NNG 신/I-NNG 이/B-JKS @B@ 고/B-NNG 용/I-NNG 한/B-XSV:DIC @B@ 대/B-NNG 학/I-NNG 교/I-NNG @B@ 휴/B-NNG 학/I-NNG 생/B-XSN 인/B-VCP:DIC @B@ 2/B-SN 0/I-SN 대/B-NNB @B@ 초/B-NNG 반/I-NNG 의/B-JKG @B@ 박/B-NNP 모/B-NP 씨/B-NNG 를/B-JKO @B@ 시/B-VV 켜/I-VV:DIC @B@ 손/B-NNP 씨/B-NNB 의/B-JKG @B@ 등/B-NNG ·/B-SP 목/B-NNG 을/B-JKO @B@ 마/B-NNG 사/I-NNG 지/I-NNG 하/B-XSV 게/B-EC @B@ 하/B-VX 고/B-EC @B@ 유/B-NNG 사/I-NNG 성/B-NNG 행/B-NNG 위/I-NNG 를/B-JKO @B@ 하/B-VV 게/B-EC @B@ 했/B-VX:DIC 다/B-EF ./B-SF	난|해/NNG@I-VV:DIC=나/VV+ㄴ/ETM 한@B-XSV:DIC=하/XSV+ㄴ/ETM 인@B-VCP:DIC=이/VCP+ㄴ/ETM 켜@I-VV:DIC=키/VV+어/EC 했|다/EF@B-VX:DIC=하/VX+였/EP	-
문어	klue-dp-v1_dev_00406_wikitree	지난 1월26일 캐나다 교포 출신 선교사 제임스 박과 결혼한 선예는 연예활동을 잠정 중단하고, 캐나다에 거주 중입니다.	지나/VV+ㄴ/ETM 1/SN*월/NNB*26/SN*일/NNB 캐나다/NNP 교포/NNG 출신/NNG 선교사/NNG 제임스/NNP 박/NNP*과/JC 결혼/NNG*하/XSV+ㄴ/ETM 선예/NNP*는/JX 연예/NNG*활동/NNG*을/JKO 잠정/NNG 중단/NNG*하/XSV*고/EC*,/SP 캐나다/NNP*에/JKB 거주/NNG 중/NNB*이/VCP+ㅂ/EF*니다/EF*./SF	지난/VV:DIC 1/SN*월/NNB*26/SN*일/NNB 캐나다/NNP 교포/NNG 출신/NNG 선교사/NNG 제임스/NNP 박/NNP*과/JC 결혼/NNG*한/XSV:DIC 선예/NNP*는/JX 연예/NNG*활동/NNG*을/JKO 잠정/NNG 중단/NNG*하/XSV*고/EC*,/SP 캐나다/NNP*에/JKB 거주/NNG 중/NNB*입/VCP:DIC*니다/EF*./SF	지/B-VV 난/I-VV:DIC @B@ 1/B-SN 월/B-NNB 2/B-SN 6/I-SN 일/B-NNB @B@ 캐/B-NNP 나/I-NNP 다/I-NNP @B@ 교/B-NNG 포/I-NNG @B@ 출/B-NNG 신/I-NNG @B@ 선/B-NNG 교/I-NNG 사/I-NNG @B@ 제/B-NNP 임/I-NNP 스/I-NNP @B@ 박/B-NNP 과/B-JC @B@ 결/B-NNG 혼/I-NNG 한/B-XSV:DIC @B@ 선/B-NNP 예/I-NNP 는/B-JX @B@ 연/B-NNG 예/I-NNG 활/B-NNG 동/I-NNG 을/B-JKO @B@ 잠/B-NNG 정/I-NNG @B@ 중/B-NNG 단/I-NNG 하/B-XSV 고/B-EC ,/B-SP @B@ 캐/B-NNP 나/I-NNP 다/I-NNP 에/B-JKB @B@ 거/B-NNG 주/I-NNG @B@ 중/B-NNB 입/B-VCP:DIC 니/I-EF 다/I-EF ./B-SF	난@I-VV:DIC=나/VV+ㄴ/ETM 한@B-XSV:DIC=하/XSV+ㄴ/ETM 입|니/EF@B-VCP:DIC=이/VCP+ㅂ/EF	-
문어	klue-dp-v1_dev_00407_wikitree	영화 '킹스맨: 골든 서클'에 배우 콜린 퍼스 출연 여부가 관심을 모으는 가운데 그가 촬영장에 있는 것으로 추정되는 사진이 공개됐다.	영화/NNG '/SS*킹스맨/NNP*:/SP 골든/NNG 서클/NNG*'/SS*에/JKB 배우/NNG 콜린/NNP 퍼스/NNP 출연/NNG 여부/NNG*가/JKS 관심/NNG*을/JKO 모으/VV*는/ETM 가운데/NNG 그/NP*가/JKS 촬영장/NNG*에/JKB 있/VV*는/ETM 것/NNB*으로/JKB 추정/NNG*되/XSV*는/ETM 사진/NNG*이/JKS 공개/NNG*되/XSV+었/EP*다/EF*./SF	영화/NNG '/SS*킹스맨/NNP*:/SP 골든/NNG 서클/NNG*'/SS*에/JKB 배우/NNG 콜린/NNP 퍼스/NNP 출연/NNG 여부/NNG*가/JKS 관심/NNG*을/JKO 모으/VV*는/ETM 가운데/NNG 그/NP*가/JKS 촬영장/NNG*에/JKB 있/VV*는/ETM 것/NNB*으로/JKB 추정/NNG*되/XSV*는/ETM 사진/NNG*이/JKS 공개/NNG*됐/XSV:DIC*다/EF*./SF	영/B-NNG 화/I-NNG @B@ '/B-SS 킹/B-NNP 스/I-NNP 맨/I-NNP :/B-SP @B@ 골/B-NNG 든/I-NNG @B@ 서/B-NNG 클/I-NNG '/B-SS 에/B-JKB @B@ 배/B-NNG 우/I-NNG @B@ 콜/B-NNP 린/I-NNP @B@ 퍼/B-NNP 스/I-NNP @B@ 출/B-NNG 연/I-NNG @B@ 여/B-NNG 부/I-NNG 가/B-JKS @B@ 관/B-NNG 심/I-NNG 을/B-JKO @B@ 모/B-VV 으/I-VV 는/B-ETM @B@ 가/B-NNG 운/I-NNG 데/I-NNG @B@ 그/B-NP 가/B-JKS @B@ 촬/B-NNG 영/I-NNG 장/I-NNG 에/B-JKB @B@ 있/B-VV 는/B-ETM @B@ 것/B-NNB 으/B-JKB 로/I-JKB @B@ 추/B-NNG 정/I-NNG 되/B-XSV 는/B-ETM @B@ 사/B-NNG 진/I-NNG 이/B-JKS @B@ 공/B-NNG 개/I-NNG 됐/B-XSV:DIC 다/B-EF ./B-SF	됐|다/EF@B-XSV:DIC=되/XSV+었/EP	-
문어	klue-dp-v1_dev_00408_wikitree	지난 10일 내정된 문 후보자는 과거 중앙일보 주필 시절 쓴 칼럼과 교회 강연 발언 등으로 자격 논란에 휩싸였다.	지나/VV+ㄴ/ETM 10/SN*일/NNB 내정/NNG*되/XSV+ㄴ/ETM 문/NNP 후보자/NNG*는/JX 과거/NNG 중앙일보/NNP 주필/NNG 시절/NNG 쓰/VV+ㄴ/ETM 칼럼/NNG*과/JC 교회/NNG 강연/NNG 발언/NNG 등/NNB*으로/JKB 자격/NNG 논란/NNG*에/JKB 휩싸이/VV+었/EP*다/EF*./SF	지난/VV:DIC 10/SN*일/NNB 내정/NNG*된/XSV:DIC 문/NNP 후보자/NNG*는/JX 과거/NNG 중앙일보/NNP 주필/NNG 시절/NNG 쓴/VV:DIC 칼럼/NNG*과/JC 교회/NNG 강연/NNG 발언/NNG 등/NNB*으로/JKB 자격/NNG 논란/NNG*에/JKB 휩싸였/VV:DIC*다/EF*./SF	지/B-VV 난/I-VV:DIC @B@ 1/B-SN 0/I-SN 일/B-NNB @B@ 내/B-NNG 정/I-NNG 된/B-XSV:DIC @B@ 문/B-NNP @B@ 후/B-NNG 보/I-NNG 자/I-NNG 는/B-JX @B@ 과/B-NNG 거/I-NNG @B@ 중/B-NNP 앙/I-NNP 일/I-NNP 보/I-NNP @B@ 주/B-NNG 필/I-NNG @B@ 시/B-NNG 절/I-NNG @B@ 쓴/B-VV:DIC @B@ 칼/B-NNG 럼/I-NNG 과/B-JC @B@ 교/B-NNG 회/I-NNG @B@ 강/B-NNG 연/I-NNG @B@ 발/B-NNG 언/I-NNG @B@ 등/B-NNB 으/B-JKB 로/I-JKB @B@ 자/B-NNG 격/I-NNG @B@ 논/B-NNG 란/I-NNG 에/B-JKB @B@ 휩/B-VV 싸/I-VV 였/I-VV:DIC 다/B-EF ./B-SF	난@I-VV:DIC=나/VV+ㄴ/ETM 된@B-XSV:DIC=되/XSV+ㄴ/ETM 쓴@B-VV:DIC=쓰/VV+ㄴ/ETM 였|다/EF@I-VV:DIC=이/VV+었/EP	-
문어	klue-dp-v1_dev_00409_wikitree	신 부사장은 이재현 회장의 해외 비자금을 관리한 '집사'이자 '금고지기' 역할을 했다는 의혹을 받는 인물이다.	신/NNP 부사장/NNG*은/JX 이재현/NNP 회장/NNG*의/JKG 해외/NNG 비자금/NNG*을/JKO 관리/NNG*하/XSV+ㄴ/ETM '/SS*집사/NNG*'/SS*이/VCP*자/EC '/SS*금고/NNG*지기/NNG*'/SS 역할/NNG*을/JKO 하/VV+였/EP*다는/ETM 의혹/NNG*을/JKO 받/VV*는/ETM 인물/NNG*이/VCP*다/EF*./SF	신/NNP 부사장/NNG*은/JX 이재현/NNP 회장/NNG*의/JKG 해외/NNG 비자금/NNG*을/JKO 관리/NNG*한/XSV:DIC '/SS*집사/NNG*'/SS*이/VCP*자/EC '/SS*금고/NNG*지기/NNG*'/SS 역할/NNG*을/JKO 했/VV:DIC*다는/ETM 의혹/NNG*을/JKO 받/VV*는/ETM 인물/NNG*이/VCP*다/EF*./SF	신/B-NNP @B@ 부/B-NNG 사/I-NNG 장/I-NNG 은/B-JX @B@ 이/B-NNP 재/I-NNP 현/I-NNP @B@ 회/B-NNG 장/I-NNG 의/B-JKG @B@ 해/B-NNG 외/I-NNG @B@ 비/B-NNG 자/I-NNG 금/I-NNG 을/B-JKO @B@ 관/B-NNG 리/I-NNG 한/B-XSV:DIC @B@ '/B-SS 집/B-NNG 사/I-NNG '/B-SS 이/B-VCP 자/B-EC @B@ '/B-SS 금/B-NNG 고/I-NNG 지/B-NNG 기/I-NNG '/B-SS @B@ 역/B-NNG 할/I-NNG 을/B-JKO @B@ 했/B-VV:DIC 다/B-ETM 는/I-ETM @B@ 의/B-NNG 혹/I-NNG 을/B-JKO @B@ 받/B-VV 는/B-ETM @B@ 인/B-NNG 물/I-NNG 이/B-VCP 다/B-EF ./B-SF	한@B-XSV:DIC=하/XSV+ㄴ/ETM 했|다/ETM@B-VV:DIC=하/VV+였/EP	-
문어	klue-dp-v1_dev_00410_wikitree	이러한 지침은 이번 월드컵에서 시작된 것이 아니라 지난 1979년 이란에 '이슬람’공화국이 세워진 이후부터 시작되었으며 이란 여성들은 현재까지 스포츠 경기장에 출입하지 못하고 있다고 합니다.	이러하/VA 지침/NNG*은/JX 이번/NNG 월드컵/NNG*에서/JKB 시작/NNG*되/XSV+ㄴ/ETM 것/NNB*이/JKC 아니/VCN*라/EC 지나/VV+ㄴ/ETM 1979/SN*년/NNB 이란/NNP*에/JKB '/SS*이슬람/NNP*’/SS*공화국/NNG*이/JKS 세우/VV+어/EC*지/VX+ㄴ/ETM 이후/NNG*부터/JX 시작/NNG*되/XSV*었/EP*으며/EC 이란/NNP 여성/NNG*들/XSN*은/JX 현재/NNG*까지/JX 스포츠/NNG 경기장/NNG*에/JKB 출입/NNG*하/XSV*지/EC 못/MAG*하/XSV*고/EC 있/VX*다고/EC 하/VV+ㅂ/EF*니다/EF*./SF	이러한/VA:DIC 지침/NNG*은/JX 이번/NNG 월드컵/NNG*에서/JKB 시작/NNG*된/XSV:DIC 것/NNB*이/JKC 아니/VCN*라/EC 지난/VV:DIC 1979/SN*년/NNB 이란/NNP*에/JKB '/SS*이슬람/NNP*’/SS*공화국/NNG*이/JKS 세워/VV:DIC*진/VX:DIC 이후/NNG*부터/JX 시작/NNG*되/XSV*었/EP*으며/EC 이란/NNP 여성/NNG*들/XSN*은/JX 현재/NNG*까지/JX 스포츠/NNG 경기장/NNG*에/JKB 출입/NNG*하/XSV*지/EC 못/MAG*하/XSV*고/EC 있/VX*다고/EC 합/VV:DIC*니다/EF*./SF	이/B-VA 러/I-VA 한/I-VA:DIC @B@ 지/B-NNG 침/I-NNG 은/B-JX @B@ 이/B-NNG 번/I-NNG @B@ 월/B-NNG 드/I-NNG 컵/I-NNG 에/B-JKB 서/I-JKB @B@ 시/B-NNG 작/I-NNG 된/B-XSV:DIC @B@ 것/B-NNB 이/B-JKC @B@ 아/B-VCN 니/I-VCN 라/B-EC @B@ 지/B-VV 난/I-VV:DIC @B@ 1/B-SN 9/I-SN 7/I-SN 9/I-SN 년/B-NNB @B@ 이/B-NNP 란/I-NNP 에/B-JKB @B@ '/B-SS 이/B-NNP 슬/I-NNP 람/I-NNP ’/B-SS 공/B-NNG 화/I-NNG 국/I-NNG 이/B-JKS @B@ 세/B-VV 워/I-VV:DIC 진/B-VX:DIC @B@ 이/B-NNG 후/I-NNG 부/B-JX 터/I-JX @B@ 시/B-NNG 작/I-NNG 되/B-XSV 었/B-EP 으/B-EC 며/I-EC @B@ 이/B-NNP 란/I-NNP @B@ 여/B-NNG 성/I-NNG 들/B-XSN 은/B-JX @B@ 현/B-NNG 재/I-NNG 까/B-JX 지/I-JX @B@ 스/B-NNG 포/I-NNG 츠/I-NNG @B@ 경/B-NNG 기/I-NNG 장/I-NNG 에/B-JKB @B@ 출/B-NNG 입/I-NNG 하/B-XSV 지/B-EC @B@ 못/B-MAG 하/B-XSV 고/B-EC @B@ 있/B-VX 다/B-EC 고/I-EC @B@ 합/B-VV:DIC 니/I-EF 다/I-EF ./B-SF	한@I-VA:DIC=하/VA 된@B-XSV:DIC=되/XSV+ㄴ/ETM 난@I-VV:DIC=나/VV+ㄴ/ETM 워진@I-VV:DIC=우/VV+어/EC*지/VX+ㄴ/ETM 합|니/EF@B-VV:DIC=하/VV+ㅂ/EF	-
문어	klue-dp-v1_dev_00411_wikitree	손 고문은 이날 오후 4시 은퇴 기자회견을 열 예정이다.	손/NNP 고문/NNG*은/JX 이/MM*날/NNG 오후/NNG 4/SN*시/NNB 은퇴/NNG 기자/NNG*회견/NNG*을/JKO 열/VV+ㄹ/ETM 예정/NNG*이/VCP*다/EF*./SF	손/NNP 고문/NNG*은/JX 이/MM*날/NNG 오후/NNG 4/SN*시/NNB 은퇴/NNG 기자/NNG*회견/NNG*을/JKO 열/VV:DIC 예정/NNG*이/VCP*다/EF*./SF	손/B-NNP @B@ 고/B-NNG 문/I-NNG 은/B-JX @B@ 이/B-MM 날/B-NNG @B@ 오/B-NNG 후/I-NNG @B@ 4/B-SN 시/B-NNB @B@ 은/B-NNG 퇴/I-NNG @B@ 기/B-NNG 자/I-NNG 회/B-NNG 견/I-NNG 을/B-JKO @B@ 열/B-VV:DIC @B@ 예/B-NNG 정/I-NNG 이/B-VCP 다/B-EF ./B-SF	열@B-VV:DIC=열/VV+ㄹ/ETM	-
문어	klue-dp-v1_dev_00412_wikitree	1960년 4월 30일 콜로라도 주 오로라에서 공군 하사관 딸로 태어난 하워드 중장은 1982년 미국 해군사관학교를 졸업후 해군 장교로 임관해 31년간 해상과 육상을 가르지 않고 근무했습니다.	1960/SN*년/NNB 4/SN*월/NNB 30/SN*일/NNB 콜로라도/NNP 주/NNG 오로라/NNP*에서/JKB 공군/NNG 하사관/NNG 딸/NNG*로/JKB 태어나/VV+ㄴ/ETM 하워드/NNP 중장/NNG*은/JX 1982/SN*년/NNB 미국/NNP 해군사관학교/NNP*를/JKO 졸업/NNG*후/NNG 해군/NNG 장교/NNG*로/JKB 임관/NNG*하/XSV+여/EC 31/SN*년/NNB*간/XSN 해상/NNG*과/JC 육상/NNG*을/JKO 가르/VV*지/EC 않/VX*고/EC 근무/NNG*하/XSV+였/EP*습니다/EF*./SF	1960/SN*년/NNB 4/SN*월/NNB 30/SN*일/NNB 콜로라도/NNP 주/NNG 오로라/NNP*에서/JKB 공군/NNG 하사관/NNG 딸/NNG*로/JKB 태어난/VV:DIC 하워드/NNP 중장/NNG*은/JX 1982/SN*년/NNB 미국/NNP 해군사관학교/NNP*를/JKO 졸업/NNG*후/NNG 해군/NNG 장교/NNG*로/JKB 임관/NNG*해/XSV:DIC 31/SN*년/NNB*간/XSN 해상/NNG*과/JC 육상/NNG*을/JKO 가르/VV*지/EC 않/VX*고/EC 근무/NNG*했/XSV:DIC*습니다/EF*./SF	1/B-SN 9/I-SN 6/I-SN 0/I-SN 년/B-NNB @B@ 4/B-SN 월/B-NNB @B@ 3/B-SN 0/I-SN 일/B-NNB @B@ 콜/B-NNP 로/I-NNP 라/I-NNP 도/I-NNP @B@ 주/B-NNG @B@ 오/B-NNP 로/I-NNP 라/I-NNP 에/B-JKB 서/I-JKB @B@ 공/B-NNG 군/I-NNG @B@ 하/B-NNG 사/I-NNG 관/I-NNG @B@ 딸/B-NNG 로/B-JKB @B@ 태/B-VV 어/I-VV 난/I-VV:DIC @B@ 하/B-NNP 워/I-NNP 드/I-NNP @B@ 중/B-NNG 장/I-NNG 은/B-JX @B@ 1/B-SN 9/I-SN 8/I-SN 2/I-SN 년/B-NNB @B@ 미/B-NNP 국/I-NNP @B@ 해/B-NNP 군/I-NNP 사/I-NNP 관/I-NNP 학/I-NNP 교/I-NNP 를/B-JKO @B@ 졸/B-NNG 업/I-NNG 후/B-NNG @B@ 해/B-NNG 군/I-NNG @B@ 장/B-NNG 교/I-NNG 로/B-JKB @B@ 임/B-NNG 관/I-NNG 해/B-XSV:DIC @B@ 3/B-SN 1/I-SN 년/B-NNB 간/B-XSN @B@ 해/B-NNG 상/I-NNG 과/B-JC @B@ 육/B-NNG 상/I-NNG 을/B-JKO @B@ 가/B-VV 르/I-VV 지/B-EC @B@ 않/B-VX 고/B-EC @B@ 근/B-NNG 무/I-NNG 했/B-XSV:DIC 습/B-EF 니/I-EF 다/I-EF ./B-SF	난@I-VV:DIC=나/VV+ㄴ/ETM 해@B-XSV:DIC=하/XSV+여/EC 했|습/EF@B-XSV:DIC=하/XSV+였/EP	-
문어	klue-dp-v1_dev_00413_wikitree	이밖에 2009년 헌법재판소에서 위헌 결정이 난 혼인빙자간음죄는 이번에 폐지된다.	이/NP*밖에/JX 2009/SN*년/NNB 헌법재판소/NNP*에서/JKB 위헌/NNG 결정/NNG*이/JKS 나/VV+ㄴ/ETM 혼인빙자간음죄/NNP*는/JX 이번/NNG*에/JKB 폐지/NNG*되/XSV+ㄴ/EF*다/EF*./SF	이/NP*밖에/JX 2009/SN*년/NNB 헌법재판소/NNP*에서/JKB 위헌/NNG 결정/NNG*이/JKS 난/VV:DIC 혼인빙자간음죄/NNP*는/JX 이번/NNG*에/JKB 폐지/NNG*된/XSV:DIC*다/EF*./SF	이/B-NP 밖/B-JX 에/I-JX @B@ 2/B-SN 0/I-SN 0/I-SN 9/I-SN 년/B-NNB @B@ 헌/B-NNP 법/I-NNP 재/I-NNP 판/I-NNP 소/I-NNP 에/B-JKB 서/I-JKB @B@ 위/B-NNG 헌/I-NNG @B@ 결/B-NNG 정/I-NNG 이/B-JKS @B@ 난/B-VV:DIC @B@ 혼/B-NNP 인/I-NNP 빙/I-NNP 자/I-NNP 간/I-NNP 음/I-NNP 죄/I-NNP 는/B-JX @B@ 이/B-NNG 번/I-NNG 에/B-JKB @B@ 폐/B-NNG 지/I-NNG 된/B-XSV:DIC 다/I-EF ./B-SF	난@B-VV:DIC=나/VV+ㄴ/ETM 된|다/EF@B-XSV:DIC=되/XSV+ㄴ/EF	-
문어	klue-dp-v1_dev_00414_wikitree	23일 한 매체는 서울시의 '투자출연출자기관 2014~2018년 재정관리계획'에서 1~8호선 운영기관인 서울 메트로와 서울도시철도공사가 2017년에 지하철 요금을 200원 인상하는 계획을 세웠다고 보도했다.	23/SN*일/NNB 한/MM 매체/NNG*는/JX 서울시/NNP*의/JKG '/SS*투자/NNG*출연/NNG*출자/NNG*기관/NNG 2014/SN*~/SO*2018/SN*년/NNB 재정/NNG*관리/NNG*계획/NNG*'/SS*에서/JKB 1/SN*~/SO*8/SN*호/NNB*선/NNG 운영/NNG*기관/NNG*이/VCP+ㄴ/ETM 서울/NNP 메트로/NNP*와/JC 서울도시철도공사/NNP*가/JKS 2017/SN*년/NNB*에/JKB 지하철/NNG 요금/NNG*을/JKO 200/SN*원/NNB 인상/NNG*하/XSV*는/ETM 계획/NNG*을/JKO 세우/VV+었/EP*다고/EC 보도/NNG*하/XSV+였/EP*다/EF*./SF	23/SN*일/NNB 한/MM 매체/NNG*는/JX 서울시/NNP*의/JKG '/SS*투자/NNG*출연/NNG*출자/NNG*기관/NNG 2014/SN*~/SO*2018/SN*년/NNB 재정/NNG*관리/NNG*계획/NNG*'/SS*에서/JKB 1/SN*~/SO*8/SN*호/NNB*선/NNG 운영/NNG*기관/NNG*인/VCP:DIC 서울/NNP 메트로/NNP*와/JC 서울도시철도공사/NNP*가/JKS 2017/SN*년/NNB*에/JKB 지하철/NNG 요금/NNG*을/JKO 200/SN*원/NNB 인상/NNG*하/XSV*는/ETM 계획/NNG*을/JKO 세웠/VV:DIC*다고/EC 보도/NNG*했/XSV:DIC*다/EF*./SF	2/B-SN 3/I-SN 일/B-NNB @B@ 한/B-MM @B@ 매/B-NNG 체/I-NNG 는/B-JX @B@ 서/B-NNP 울/I-NNP 시/I-NNP 의/B-JKG @B@ '/B-SS 투/B-NNG 자/I-NNG 출/B-NNG 연/I-NNG 출/B-NNG 자/I-NNG 기/B-NNG 관/I-NNG @B@ 2/B-SN 0/I-SN 1/I-SN 4/I-SN ~/B-SO 2/B-SN 0/I-SN 1/I-SN 8/I-SN 년/B-NNB @B@ 재/B-NNG 정/I-NNG 관/B-NNG 리/I-NNG 계/B-NNG 획/I-NNG '/B-SS 에/B-JKB 서/I-JKB @B@ 1/B-SN ~/B-SO 8/B-SN 호/B-NNB 선/B-NNG @B@ 운/B-NNG 영/I-NNG 기/B-NNG 관/I-NNG 인/B-VCP:DIC @B@ 서/B-NNP 울/I-NNP @B@ 메/B-NNP 트/I-NNP 로/I-NNP 와/B-JC @B@ 서/B-NNP 울/I-NNP 도/I-NNP 시/I-NNP 철/I-NNP 도/I-NNP 공/I-NNP 사/I-NNP 가/B-JKS @B@ 2/B-SN 0/I-SN 1/I-SN 7/I-SN 년/B-NNB 에/B-JKB @B@ 지/B-NNG 하/I-NNG 철/I-NNG @B@ 요/B-NNG 금/I-NNG 을/B-JKO @B@ 2/B-SN 0/I-SN 0/I-SN 원/B-NNB @B@ 인/B-NNG 상/I-NNG 하/B-XSV 는/B-ETM @B@ 계/B-NNG 획/I-NNG 을/B-JKO @B@ 세/B-VV 웠/I-VV:DIC 다/B-EC 고/I-EC @B@ 보/B-NNG 도/I-NNG 했/B-XSV:DIC 다/B-EF ./B-SF	인@B-VCP:DIC=이/VCP+ㄴ/ETM 웠|다/EC@I-VV:DIC=우/VV+었/EP 했|다/EF@B-XSV:DIC=하/XSV+였/EP	-
